,from,to,sizeofFrom,sizeofTo,sizeofFromandTo
2008,逆転無し,ごっくん/食ザー,14,1,0
2009,逆転無し,水着,14,1,0
2010,フェラチオ,パイズリ,13,12,3
2011,フェラチオ,おっぱい,13,12,1
2012,フェラチオ,調教,13,11,0
2013,フェラチオ,洗脳,13,11,0
2014,フェラチオ,耳かき,13,11,2
2015,フェラチオ,連続絶頂,13,10,0
2016,フェラチオ,強制/無理矢理,13,10,0
2017,フェラチオ,人外娘/モンスター娘,13,9,2
2018,フェラチオ,メイド,13,9,1
2019,フェラチオ,少女,13,8,1
2020,フェラチオ,フタナリ,13,7,0
2021,フェラチオ,SM,13,7,0
2022,フェラチオ,ささやき,13,7,2
2023,フェラチオ,レズ/女同士,13,6,0
2024,フェラチオ,足コキ,13,6,1
2025,フェラチオ,学校/学園,13,6,0
2026,フェラチオ,妹,13,6,1
2027,フェラチオ,催眠音声,13,6,0
2028,フェラチオ,ギャル,13,6,1
2029,フェラチオ,乳首/乳輪,13,5,0
2030,フェラチオ,退廃/背徳/インモラル,13,5,0
2031,フェラチオ,貧乳/微乳,13,5,1
2032,フェラチオ,羞恥/恥辱,13,5,0
2033,フェラチオ,マニアック/変態,13,5,0
2034,フェラチオ,学生,13,4,0
2035,フェラチオ,初体験,13,4,0
2036,フェラチオ,ビッチ,13,4,0
2037,フェラチオ,年下攻め,13,4,0
2038,フェラチオ,恋人同士,13,3,1
2039,フェラチオ,複数プレイ/乱交,13,3,0
2040,フェラチオ,変身ヒロイン,13,3,0
2041,フェラチオ,百合,13,3,0
2042,フェラチオ,ハーレム,13,3,1
2043,フェラチオ,感動,13,3,0
2044,フェラチオ,先輩/後輩,13,3,0
2045,フェラチオ,サキュバス/淫魔,13,3,1
2046,フェラチオ,芸能人/アイドル/モデル,13,3,0
2047,フェラチオ,女性視点,13,3,0
2048,フェラチオ,女王様/お姫様,13,3,0
2049,フェラチオ,アナル,13,3,0
2050,フェラチオ,実姉,13,3,0
2051,フェラチオ,色仕掛け,13,3,0
2052,フェラチオ,巨乳/爆乳,13,3,0
2053,フェラチオ,フェチ,13,3,0
2054,フェラチオ,日常/生活,13,3,0
2055,フェラチオ,童貞,13,3,0
2056,フェラチオ,男の娘,13,2,0
2057,フェラチオ,処女,13,2,0
2058,フェラチオ,外国人,13,2,0
2059,フェラチオ,ローション,13,2,0
2060,フェラチオ,女教師,13,2,0
2061,フェラチオ,ファンタジー,13,2,0
2062,フェラチオ,屋外,13,2,0
2063,フェラチオ,和姦,13,2,0
2064,フェラチオ,シリアス,13,2,0
2065,フェラチオ,人妻,13,2,0
2066,フェラチオ,脚,13,2,0
2067,フェラチオ,シリーズもの,13,2,0
2068,フェラチオ,悪堕ち,13,2,0
2069,フェラチオ,天使/悪魔,13,2,1
2070,フェラチオ,お嬢様,13,2,0
2071,フェラチオ,獣耳,13,2,0
2072,フェラチオ,OL,13,2,0
2073,フェラチオ,奴隷,13,2,1
2074,フェラチオ,ツインテール,13,2,0
2075,フェラチオ,露出,13,2,0
2076,フェラチオ,催眠,13,2,0
2077,フェラチオ,魔法使い/魔女,13,2,0
2078,フェラチオ,年上,13,2,0
2079,フェラチオ,女装,13,2,0
2080,フェラチオ,純愛,13,2,0
2081,フェラチオ,健全,13,1,0
2082,フェラチオ,セーラー服,13,1,0
2083,フェラチオ,妊娠/孕ませ,13,1,0
2084,フェラチオ,浮気,13,1,0
2085,フェラチオ,同棲,13,1,0
2086,フェラチオ,近親相姦,13,1,0
2087,フェラチオ,同居,13,1,0
2088,フェラチオ,売春/援交,13,1,0
2089,フェラチオ,触手,13,1,0
2090,フェラチオ,くすぐり,13,1,0
2091,フェラチオ,着衣,13,1,0
2092,フェラチオ,母乳,13,1,0
2093,フェラチオ,輪姦,13,1,0
2094,フェラチオ,制服,13,1,0
2095,フェラチオ,けもの/獣化,13,1,0
2096,フェラチオ,主従,13,1,0
2097,フェラチオ,女体化,13,1,0
2098,フェラチオ,幼なじみ,13,1,0
2099,フェラチオ,ほのぼの,13,1,0
2100,フェラチオ,レイプ,13,1,0
2101,フェラチオ,おもちゃ,13,1,0
2102,フェラチオ,双子,13,1,0
2103,フェラチオ,おねショタ,13,1,0
2104,フェラチオ,ロングヘア,13,1,0
2105,フェラチオ,ヤンデレ,13,1,0
2106,フェラチオ,時間停止,13,1,0
2107,フェラチオ,ゲイ/男同士,13,1,0
2108,フェラチオ,監禁,13,1,0
2109,フェラチオ,妖怪,13,1,1
2110,フェラチオ,強気受け,13,1,0
2111,フェラチオ,ノーマルプレイ,13,1,1
2112,フェラチオ,着物/和服,13,1,1
2113,フェラチオ,ツルペタ,13,1,1
2114,フェラチオ,靴下,13,1,0
2115,フェラチオ,金髪,13,1,0
2116,フェラチオ,褐色/日焼け,13,1,0
2117,フェラチオ,ロボット/アンドロイド,13,1,0
2118,フェラチオ,ホラー,13,1,0
2119,フェラチオ,ラブコメ,13,1,0
2120,フェラチオ,ツンデレ,13,1,0
2121,フェラチオ,ぶっかけ,13,1,0
2122,フェラチオ,黒髪,13,1,0
2123,フェラチオ,幽霊,13,1,0
2124,フェラチオ,アヘ顔,13,1,0
2125,フェラチオ,ショタ,13,1,0
2126,フェラチオ,ムチムチ,13,1,0
2127,フェラチオ,拘束,13,1,0
2128,フェラチオ,姉妹,13,1,0
2129,フェラチオ,不良/ヤンキー,13,1,0
2130,フェラチオ,オールハッピー,13,1,0
2131,フェラチオ,体育会系/スポーツ選手,13,1,0
2132,フェラチオ,鬼畜,13,1,0
2133,フェラチオ,メガネ,13,1,0
2134,フェラチオ,ごっくん/食ザー,13,1,0
2135,フェラチオ,水着,13,1,0
2136,パイズリ,おっぱい,12,12,3
2137,パイズリ,調教,12,11,1
2138,パイズリ,洗脳,12,11,0
2139,パイズリ,耳かき,12,11,1
2140,パイズリ,連続絶頂,12,10,1
2141,パイズリ,強制/無理矢理,12,10,0
2142,パイズリ,人外娘/モンスター娘,12,9,1
2143,パイズリ,メイド,12,9,1
2144,パイズリ,少女,12,8,1
2145,パイズリ,フタナリ,12,7,0
2146,パイズリ,SM,12,7,1
2147,パイズリ,ささやき,12,7,1
2148,パイズリ,レズ/女同士,12,6,0
2149,パイズリ,足コキ,12,6,1
2150,パイズリ,学校/学園,12,6,1
2151,パイズリ,妹,12,6,0
2152,パイズリ,催眠音声,12,6,0
2153,パイズリ,ギャル,12,6,0
2154,パイズリ,乳首/乳輪,12,5,0
2155,パイズリ,退廃/背徳/インモラル,12,5,0
2156,パイズリ,貧乳/微乳,12,5,0
2157,パイズリ,羞恥/恥辱,12,5,0
2158,パイズリ,マニアック/変態,12,5,0
2159,パイズリ,学生,12,4,0
2160,パイズリ,初体験,12,4,1
2161,パイズリ,ビッチ,12,4,0
2162,パイズリ,年下攻め,12,4,0
2163,パイズリ,恋人同士,12,3,0
2164,パイズリ,複数プレイ/乱交,12,3,0
2165,パイズリ,変身ヒロイン,12,3,0
2166,パイズリ,百合,12,3,0
2167,パイズリ,ハーレム,12,3,1
2168,パイズリ,感動,12,3,0
2169,パイズリ,先輩/後輩,12,3,0
2170,パイズリ,サキュバス/淫魔,12,3,1
2171,パイズリ,芸能人/アイドル/モデル,12,3,0
2172,パイズリ,女性視点,12,3,0
2173,パイズリ,女王様/お姫様,12,3,1
2174,パイズリ,アナル,12,3,0
2175,パイズリ,実姉,12,3,0
2176,パイズリ,色仕掛け,12,3,1
2177,パイズリ,巨乳/爆乳,12,3,1
2178,パイズリ,フェチ,12,3,0
2179,パイズリ,日常/生活,12,3,0
2180,パイズリ,童貞,12,3,0
2181,パイズリ,男の娘,12,2,0
2182,パイズリ,処女,12,2,0
2183,パイズリ,外国人,12,2,0
2184,パイズリ,ローション,12,2,0
2185,パイズリ,女教師,12,2,0
2186,パイズリ,ファンタジー,12,2,0
2187,パイズリ,屋外,12,2,0
2188,パイズリ,和姦,12,2,0
2189,パイズリ,シリアス,12,2,0
2190,パイズリ,人妻,12,2,0
2191,パイズリ,脚,12,2,0
2192,パイズリ,シリーズもの,12,2,0
2193,パイズリ,悪堕ち,12,2,0
2194,パイズリ,天使/悪魔,12,2,0
2195,パイズリ,お嬢様,12,2,0
2196,パイズリ,獣耳,12,2,1
2197,パイズリ,OL,12,2,1
2198,パイズリ,奴隷,12,2,0
2199,パイズリ,ツインテール,12,2,0
2200,パイズリ,露出,12,2,0
2201,パイズリ,催眠,12,2,0
2202,パイズリ,魔法使い/魔女,12,2,0
2203,パイズリ,年上,12,2,0
2204,パイズリ,女装,12,2,0
2205,パイズリ,純愛,12,2,0
2206,パイズリ,健全,12,1,0
2207,パイズリ,セーラー服,12,1,1
2208,パイズリ,妊娠/孕ませ,12,1,0
2209,パイズリ,浮気,12,1,0
2210,パイズリ,同棲,12,1,0
2211,パイズリ,近親相姦,12,1,0
2212,パイズリ,同居,12,1,0
2213,パイズリ,売春/援交,12,1,0
2214,パイズリ,触手,12,1,0
2215,パイズリ,くすぐり,12,1,1
2216,パイズリ,着衣,12,1,0
2217,パイズリ,母乳,12,1,0
2218,パイズリ,輪姦,12,1,0
2219,パイズリ,制服,12,1,1
2220,パイズリ,けもの/獣化,12,1,0
2221,パイズリ,主従,12,1,0
2222,パイズリ,女体化,12,1,0
2223,パイズリ,幼なじみ,12,1,0
2224,パイズリ,ほのぼの,12,1,0
2225,パイズリ,レイプ,12,1,0
2226,パイズリ,おもちゃ,12,1,0
2227,パイズリ,双子,12,1,0
2228,パイズリ,おねショタ,12,1,0
2229,パイズリ,ロングヘア,12,1,0
2230,パイズリ,ヤンデレ,12,1,0
2231,パイズリ,時間停止,12,1,0
2232,パイズリ,ゲイ/男同士,12,1,0
2233,パイズリ,監禁,12,1,0
2234,パイズリ,妖怪,12,1,0
2235,パイズリ,強気受け,12,1,0
2236,パイズリ,ノーマルプレイ,12,1,1
2237,パイズリ,着物/和服,12,1,0
2238,パイズリ,ツルペタ,12,1,0
2239,パイズリ,靴下,12,1,0
2240,パイズリ,金髪,12,1,0
2241,パイズリ,褐色/日焼け,12,1,0
2242,パイズリ,ロボット/アンドロイド,12,1,0
2243,パイズリ,ホラー,12,1,0
2244,パイズリ,ラブコメ,12,1,0
2245,パイズリ,ツンデレ,12,1,0
2246,パイズリ,ぶっかけ,12,1,0
2247,パイズリ,黒髪,12,1,0
2248,パイズリ,幽霊,12,1,0
2249,パイズリ,アヘ顔,12,1,0
2250,パイズリ,ショタ,12,1,0
2251,パイズリ,ムチムチ,12,1,0
2252,パイズリ,拘束,12,1,0
2253,パイズリ,姉妹,12,1,0
2254,パイズリ,不良/ヤンキー,12,1,0
2255,パイズリ,オールハッピー,12,1,0
2256,パイズリ,体育会系/スポーツ選手,12,1,0
2257,パイズリ,鬼畜,12,1,0
2258,パイズリ,メガネ,12,1,0
2259,パイズリ,ごっくん/食ザー,12,1,0
2260,パイズリ,水着,12,1,0
2261,おっぱい,調教,12,11,1
2262,おっぱい,洗脳,12,11,1
2263,おっぱい,耳かき,12,11,0
2264,おっぱい,連続絶頂,12,10,0
2265,おっぱい,強制/無理矢理,12,10,0
2266,おっぱい,人外娘/モンスター娘,12,9,1
2267,おっぱい,メイド,12,9,2
2268,おっぱい,少女,12,8,0
2269,おっぱい,フタナリ,12,7,0
2270,おっぱい,SM,12,7,2
2271,おっぱい,ささやき,12,7,1
2272,おっぱい,レズ/女同士,12,6,0
2273,おっぱい,足コキ,12,6,0
2274,おっぱい,学校/学園,12,6,0
2275,おっぱい,妹,12,6,0
2276,おっぱい,催眠音声,12,6,1
2277,おっぱい,ギャル,12,6,0
2278,おっぱい,乳首/乳輪,12,5,1
2279,おっぱい,退廃/背徳/インモラル,12,5,1
2280,おっぱい,貧乳/微乳,12,5,0
2281,おっぱい,羞恥/恥辱,12,5,0
2282,おっぱい,マニアック/変態,12,5,0
2283,おっぱい,学生,12,4,0
2284,おっぱい,初体験,12,4,0
2285,おっぱい,ビッチ,12,4,0
2286,おっぱい,年下攻め,12,4,0
2287,おっぱい,恋人同士,12,3,0
2288,おっぱい,複数プレイ/乱交,12,3,0
2289,おっぱい,変身ヒロイン,12,3,1
2290,おっぱい,百合,12,3,0
2291,おっぱい,ハーレム,12,3,1
2292,おっぱい,感動,12,3,0
2293,おっぱい,先輩/後輩,12,3,2
2294,おっぱい,サキュバス/淫魔,12,3,1
2295,おっぱい,芸能人/アイドル/モデル,12,3,0
2296,おっぱい,女性視点,12,3,0
2297,おっぱい,女王様/お姫様,12,3,0
2298,おっぱい,アナル,12,3,0
2299,おっぱい,実姉,12,3,0
2300,おっぱい,色仕掛け,12,3,1
2301,おっぱい,巨乳/爆乳,12,3,1
2302,おっぱい,フェチ,12,3,0
2303,おっぱい,日常/生活,12,3,1
2304,おっぱい,童貞,12,3,0
2305,おっぱい,男の娘,12,2,0
2306,おっぱい,処女,12,2,0
2307,おっぱい,外国人,12,2,0
2308,おっぱい,ローション,12,2,1
2309,おっぱい,女教師,12,2,0
2310,おっぱい,ファンタジー,12,2,0
2311,おっぱい,屋外,12,2,1
2312,おっぱい,和姦,12,2,0
2313,おっぱい,シリアス,12,2,0
2314,おっぱい,人妻,12,2,0
2315,おっぱい,脚,12,2,0
2316,おっぱい,シリーズもの,12,2,0
2317,おっぱい,悪堕ち,12,2,1
2318,おっぱい,天使/悪魔,12,2,0
2319,おっぱい,お嬢様,12,2,0
2320,おっぱい,獣耳,12,2,0
2321,おっぱい,OL,12,2,0
2322,おっぱい,奴隷,12,2,1
2323,おっぱい,ツインテール,12,2,0
2324,おっぱい,露出,12,2,0
2325,おっぱい,催眠,12,2,0
2326,おっぱい,魔法使い/魔女,12,2,0
2327,おっぱい,年上,12,2,0
2328,おっぱい,女装,12,2,0
2329,おっぱい,純愛,12,2,1
2330,おっぱい,健全,12,1,0
2331,おっぱい,セーラー服,12,1,0
2332,おっぱい,妊娠/孕ませ,12,1,0
2333,おっぱい,浮気,12,1,0
2334,おっぱい,同棲,12,1,0
2335,おっぱい,近親相姦,12,1,0
2336,おっぱい,同居,12,1,0
2337,おっぱい,売春/援交,12,1,0
2338,おっぱい,触手,12,1,0
2339,おっぱい,くすぐり,12,1,1
2340,おっぱい,着衣,12,1,0
2341,おっぱい,母乳,12,1,0
2342,おっぱい,輪姦,12,1,0
2343,おっぱい,制服,12,1,0
2344,おっぱい,けもの/獣化,12,1,0
2345,おっぱい,主従,12,1,0
2346,おっぱい,女体化,12,1,0
2347,おっぱい,幼なじみ,12,1,0
2348,おっぱい,ほのぼの,12,1,0
2349,おっぱい,レイプ,12,1,0
2350,おっぱい,おもちゃ,12,1,1
2351,おっぱい,双子,12,1,0
2352,おっぱい,おねショタ,12,1,0
2353,おっぱい,ロングヘア,12,1,0
2354,おっぱい,ヤンデレ,12,1,0
2355,おっぱい,時間停止,12,1,0
2356,おっぱい,ゲイ/男同士,12,1,0
2357,おっぱい,監禁,12,1,0
2358,おっぱい,妖怪,12,1,0
2359,おっぱい,強気受け,12,1,0
2360,おっぱい,ノーマルプレイ,12,1,0
2361,おっぱい,着物/和服,12,1,0
2362,おっぱい,ツルペタ,12,1,0
2363,おっぱい,靴下,12,1,0
2364,おっぱい,金髪,12,1,0
2365,おっぱい,褐色/日焼け,12,1,0
2366,おっぱい,ロボット/アンドロイド,12,1,0
2367,おっぱい,ホラー,12,1,0
2368,おっぱい,ラブコメ,12,1,0
2369,おっぱい,ツンデレ,12,1,0
2370,おっぱい,ぶっかけ,12,1,0
2371,おっぱい,黒髪,12,1,0
2372,おっぱい,幽霊,12,1,0
2373,おっぱい,アヘ顔,12,1,0
2374,おっぱい,ショタ,12,1,0
2375,おっぱい,ムチムチ,12,1,0
2376,おっぱい,拘束,12,1,1
2377,おっぱい,姉妹,12,1,0
2378,おっぱい,不良/ヤンキー,12,1,0
2379,おっぱい,オールハッピー,12,1,0
2380,おっぱい,体育会系/スポーツ選手,12,1,0
2381,おっぱい,鬼畜,12,1,0
2382,おっぱい,メガネ,12,1,0
2383,おっぱい,ごっくん/食ザー,12,1,0
2384,おっぱい,水着,12,1,0
2385,調教,洗脳,11,11,4
2386,調教,耳かき,11,11,0
2387,調教,連続絶頂,11,10,0
2388,調教,強制/無理矢理,11,10,3
2389,調教,人外娘/モンスター娘,11,9,0
2390,調教,メイド,11,9,0
2391,調教,少女,11,8,0
2392,調教,フタナリ,11,7,1
2393,調教,SM,11,7,2
2394,調教,ささやき,11,7,0
2395,調教,レズ/女同士,11,6,0
2396,調教,足コキ,11,6,0
2397,調教,学校/学園,11,6,0
2398,調教,妹,11,6,0
2399,調教,催眠音声,11,6,2
2400,調教,ギャル,11,6,0
2401,調教,乳首/乳輪,11,5,0
2402,調教,退廃/背徳/インモラル,11,5,1
2403,調教,貧乳/微乳,11,5,0
2404,調教,羞恥/恥辱,11,5,0
2405,調教,マニアック/変態,11,5,0
2406,調教,学生,11,4,1
2407,調教,初体験,11,4,0
2408,調教,ビッチ,11,4,0
2409,調教,年下攻め,11,4,0
2410,調教,恋人同士,11,3,0
2411,調教,複数プレイ/乱交,11,3,0
2412,調教,変身ヒロイン,11,3,0
2413,調教,百合,11,3,0
2414,調教,ハーレム,11,3,0
2415,調教,感動,11,3,0
2416,調教,先輩/後輩,11,3,0
2417,調教,サキュバス/淫魔,11,3,0
2418,調教,芸能人/アイドル/モデル,11,3,0
2419,調教,女性視点,11,3,0
2420,調教,女王様/お姫様,11,3,1
2421,調教,アナル,11,3,1
2422,調教,実姉,11,3,0
2423,調教,色仕掛け,11,3,0
2424,調教,巨乳/爆乳,11,3,0
2425,調教,フェチ,11,3,0
2426,調教,日常/生活,11,3,0
2427,調教,童貞,11,3,0
2428,調教,男の娘,11,2,0
2429,調教,処女,11,2,0
2430,調教,外国人,11,2,0
2431,調教,ローション,11,2,1
2432,調教,女教師,11,2,0
2433,調教,ファンタジー,11,2,0
2434,調教,屋外,11,2,0
2435,調教,和姦,11,2,0
2436,調教,シリアス,11,2,0
2437,調教,人妻,11,2,0
2438,調教,脚,11,2,0
2439,調教,シリーズもの,11,2,0
2440,調教,悪堕ち,11,2,0
2441,調教,天使/悪魔,11,2,0
2442,調教,お嬢様,11,2,0
2443,調教,獣耳,11,2,0
2444,調教,OL,11,2,0
2445,調教,奴隷,11,2,1
2446,調教,ツインテール,11,2,0
2447,調教,露出,11,2,0
2448,調教,催眠,11,2,1
2449,調教,魔法使い/魔女,11,2,0
2450,調教,年上,11,2,0
2451,調教,女装,11,2,0
2452,調教,純愛,11,2,0
2453,調教,健全,11,1,0
2454,調教,セーラー服,11,1,0
2455,調教,妊娠/孕ませ,11,1,1
2456,調教,浮気,11,1,0
2457,調教,同棲,11,1,0
2458,調教,近親相姦,11,1,0
2459,調教,同居,11,1,0
2460,調教,売春/援交,11,1,0
2461,調教,触手,11,1,0
2462,調教,くすぐり,11,1,0
2463,調教,着衣,11,1,0
2464,調教,母乳,11,1,0
2465,調教,輪姦,11,1,1
2466,調教,制服,11,1,0
2467,調教,けもの/獣化,11,1,0
2468,調教,主従,11,1,0
2469,調教,女体化,11,1,0
2470,調教,幼なじみ,11,1,0
2471,調教,ほのぼの,11,1,0
2472,調教,レイプ,11,1,0
2473,調教,おもちゃ,11,1,0
2474,調教,双子,11,1,0
2475,調教,おねショタ,11,1,0
2476,調教,ロングヘア,11,1,0
2477,調教,ヤンデレ,11,1,0
2478,調教,時間停止,11,1,0
2479,調教,ゲイ/男同士,11,1,0
2480,調教,監禁,11,1,0
2481,調教,妖怪,11,1,0
2482,調教,強気受け,11,1,0
2483,調教,ノーマルプレイ,11,1,0
2484,調教,着物/和服,11,1,0
2485,調教,ツルペタ,11,1,0
2486,調教,靴下,11,1,0
2487,調教,金髪,11,1,0
2488,調教,褐色/日焼け,11,1,0
2489,調教,ロボット/アンドロイド,11,1,0
2490,調教,ホラー,11,1,0
2491,調教,ラブコメ,11,1,0
2492,調教,ツンデレ,11,1,0
2493,調教,ぶっかけ,11,1,0
2494,調教,黒髪,11,1,0
2495,調教,幽霊,11,1,0
2496,調教,アヘ顔,11,1,0
2497,調教,ショタ,11,1,0
2498,調教,ムチムチ,11,1,0
2499,調教,拘束,11,1,1
2500,調教,姉妹,11,1,0
2501,調教,不良/ヤンキー,11,1,0
2502,調教,オールハッピー,11,1,0
2503,調教,体育会系/スポーツ選手,11,1,0
2504,調教,鬼畜,11,1,1
2505,調教,メガネ,11,1,0
2506,調教,ごっくん/食ザー,11,1,0
2507,調教,水着,11,1,0
2508,洗脳,耳かき,11,11,0
2509,洗脳,連続絶頂,11,10,0
2510,洗脳,強制/無理矢理,11,10,5
2511,洗脳,人外娘/モンスター娘,11,9,1
2512,洗脳,メイド,11,9,0
2513,洗脳,少女,11,8,0
2514,洗脳,フタナリ,11,7,1
2515,洗脳,SM,11,7,0
2516,洗脳,ささやき,11,7,0
2517,洗脳,レズ/女同士,11,6,0
2518,洗脳,足コキ,11,6,0
2519,洗脳,学校/学園,11,6,0
2520,洗脳,妹,11,6,0
2521,洗脳,催眠音声,11,6,1
2522,洗脳,ギャル,11,6,0
2523,洗脳,乳首/乳輪,11,5,0
2524,洗脳,退廃/背徳/インモラル,11,5,1
2525,洗脳,貧乳/微乳,11,5,0
2526,洗脳,羞恥/恥辱,11,5,0
2527,洗脳,マニアック/変態,11,5,0
2528,洗脳,学生,11,4,0
2529,洗脳,初体験,11,4,0
2530,洗脳,ビッチ,11,4,0
2531,洗脳,年下攻め,11,4,0
2532,洗脳,恋人同士,11,3,0
2533,洗脳,複数プレイ/乱交,11,3,0
2534,洗脳,変身ヒロイン,11,3,3
2535,洗脳,百合,11,3,0
2536,洗脳,ハーレム,11,3,0
2537,洗脳,感動,11,3,0
2538,洗脳,先輩/後輩,11,3,0
2539,洗脳,サキュバス/淫魔,11,3,0
2540,洗脳,芸能人/アイドル/モデル,11,3,0
2541,洗脳,女性視点,11,3,0
2542,洗脳,女王様/お姫様,11,3,0
2543,洗脳,アナル,11,3,0
2544,洗脳,実姉,11,3,0
2545,洗脳,色仕掛け,11,3,1
2546,洗脳,巨乳/爆乳,11,3,0
2547,洗脳,フェチ,11,3,0
2548,洗脳,日常/生活,11,3,0
2549,洗脳,童貞,11,3,0
2550,洗脳,男の娘,11,2,0
2551,洗脳,処女,11,2,0
2552,洗脳,外国人,11,2,0
2553,洗脳,ローション,11,2,0
2554,洗脳,女教師,11,2,0
2555,洗脳,ファンタジー,11,2,0
2556,洗脳,屋外,11,2,0
2557,洗脳,和姦,11,2,0
2558,洗脳,シリアス,11,2,0
2559,洗脳,人妻,11,2,0
2560,洗脳,脚,11,2,0
2561,洗脳,シリーズもの,11,2,0
2562,洗脳,悪堕ち,11,2,2
2563,洗脳,天使/悪魔,11,2,0
2564,洗脳,お嬢様,11,2,0
2565,洗脳,獣耳,11,2,0
2566,洗脳,OL,11,2,0
2567,洗脳,奴隷,11,2,0
2568,洗脳,ツインテール,11,2,0
2569,洗脳,露出,11,2,0
2570,洗脳,催眠,11,2,1
2571,洗脳,魔法使い/魔女,11,2,0
2572,洗脳,年上,11,2,0
2573,洗脳,女装,11,2,0
2574,洗脳,純愛,11,2,0
2575,洗脳,健全,11,1,0
2576,洗脳,セーラー服,11,1,0
2577,洗脳,妊娠/孕ませ,11,1,0
2578,洗脳,浮気,11,1,0
2579,洗脳,同棲,11,1,0
2580,洗脳,近親相姦,11,1,0
2581,洗脳,同居,11,1,0
2582,洗脳,売春/援交,11,1,0
2583,洗脳,触手,11,1,1
2584,洗脳,くすぐり,11,1,0
2585,洗脳,着衣,11,1,0
2586,洗脳,母乳,11,1,1
2587,洗脳,輪姦,11,1,0
2588,洗脳,制服,11,1,0
2589,洗脳,けもの/獣化,11,1,1
2590,洗脳,主従,11,1,0
2591,洗脳,女体化,11,1,0
2592,洗脳,幼なじみ,11,1,0
2593,洗脳,ほのぼの,11,1,0
2594,洗脳,レイプ,11,1,0
2595,洗脳,おもちゃ,11,1,1
2596,洗脳,双子,11,1,0
2597,洗脳,おねショタ,11,1,0
2598,洗脳,ロングヘア,11,1,0
2599,洗脳,ヤンデレ,11,1,0
2600,洗脳,時間停止,11,1,0
2601,洗脳,ゲイ/男同士,11,1,0
2602,洗脳,監禁,11,1,0
2603,洗脳,妖怪,11,1,0
2604,洗脳,強気受け,11,1,0
2605,洗脳,ノーマルプレイ,11,1,0
2606,洗脳,着物/和服,11,1,0
2607,洗脳,ツルペタ,11,1,0
2608,洗脳,靴下,11,1,0
2609,洗脳,金髪,11,1,0
2610,洗脳,褐色/日焼け,11,1,0
2611,洗脳,ロボット/アンドロイド,11,1,0
2612,洗脳,ホラー,11,1,0
2613,洗脳,ラブコメ,11,1,0
2614,洗脳,ツンデレ,11,1,0
2615,洗脳,ぶっかけ,11,1,0
2616,洗脳,黒髪,11,1,0
2617,洗脳,幽霊,11,1,0
2618,洗脳,アヘ顔,11,1,0
2619,洗脳,ショタ,11,1,0
2620,洗脳,ムチムチ,11,1,0
2621,洗脳,拘束,11,1,0
2622,洗脳,姉妹,11,1,0
2623,洗脳,不良/ヤンキー,11,1,0
2624,洗脳,オールハッピー,11,1,0
2625,洗脳,体育会系/スポーツ選手,11,1,0
2626,洗脳,鬼畜,11,1,1
2627,洗脳,メガネ,11,1,0
2628,洗脳,ごっくん/食ザー,11,1,0
2629,洗脳,水着,11,1,0
2630,耳かき,連続絶頂,11,10,0
2631,耳かき,強制/無理矢理,11,10,0
2632,耳かき,人外娘/モンスター娘,11,9,0
2633,耳かき,メイド,11,9,1
2634,耳かき,少女,11,8,1
2635,耳かき,フタナリ,11,7,0
2636,耳かき,SM,11,7,0
2637,耳かき,ささやき,11,7,0
2638,耳かき,レズ/女同士,11,6,0
2639,耳かき,足コキ,11,6,0
2640,耳かき,学校/学園,11,6,1
2641,耳かき,妹,11,6,0
2642,耳かき,催眠音声,11,6,0
2643,耳かき,ギャル,11,6,1
2644,耳かき,乳首/乳輪,11,5,0
2645,耳かき,退廃/背徳/インモラル,11,5,0
2646,耳かき,貧乳/微乳,11,5,0
2647,耳かき,羞恥/恥辱,11,5,0
2648,耳かき,マニアック/変態,11,5,0
2649,耳かき,学生,11,4,0
2650,耳かき,初体験,11,4,0
2651,耳かき,ビッチ,11,4,0
2652,耳かき,年下攻め,11,4,0
2653,耳かき,恋人同士,11,3,0
2654,耳かき,複数プレイ/乱交,11,3,0
2655,耳かき,変身ヒロイン,11,3,0
2656,耳かき,百合,11,3,0
2657,耳かき,ハーレム,11,3,0
2658,耳かき,感動,11,3,0
2659,耳かき,先輩/後輩,11,3,0
2660,耳かき,サキュバス/淫魔,11,3,0
2661,耳かき,芸能人/アイドル/モデル,11,3,0
2662,耳かき,女性視点,11,3,0
2663,耳かき,女王様/お姫様,11,3,0
2664,耳かき,アナル,11,3,0
2665,耳かき,実姉,11,3,1
2666,耳かき,色仕掛け,11,3,0
2667,耳かき,巨乳/爆乳,11,3,1
2668,耳かき,フェチ,11,3,0
2669,耳かき,日常/生活,11,3,0
2670,耳かき,童貞,11,3,0
2671,耳かき,男の娘,11,2,0
2672,耳かき,処女,11,2,0
2673,耳かき,外国人,11,2,0
2674,耳かき,ローション,11,2,0
2675,耳かき,女教師,11,2,1
2676,耳かき,ファンタジー,11,2,0
2677,耳かき,屋外,11,2,0
2678,耳かき,和姦,11,2,0
2679,耳かき,シリアス,11,2,0
2680,耳かき,人妻,11,2,0
2681,耳かき,脚,11,2,0
2682,耳かき,シリーズもの,11,2,0
2683,耳かき,悪堕ち,11,2,0
2684,耳かき,天使/悪魔,11,2,0
2685,耳かき,お嬢様,11,2,0
2686,耳かき,獣耳,11,2,0
2687,耳かき,OL,11,2,0
2688,耳かき,奴隷,11,2,0
2689,耳かき,ツインテール,11,2,0
2690,耳かき,露出,11,2,0
2691,耳かき,催眠,11,2,0
2692,耳かき,魔法使い/魔女,11,2,0
